name,status
PeoplePerHour.com,operating
Derbywire,closed
Sensbeat,operating
PolyInnovations,operating
NovaDigm Therapeutics,operating
Citymapper Limited,operating
LocaModa,operating
OptiMine Software,operating
Wintermute,operating
Wizzard Software,operating
Wistone,operating
Citizengine,operating
Crashmob,operating
"Paradigm4, inc.",operating
PacketTrap Networks,closed
Moverati,operating
Xtelligent Media,operating
Wine in Black,operating
Ecofoot,operating
AudioCatch,closed
Shearwater International,operating
CPAP TotalCare,operating
Hubskip,operating
Conductor,operating
RealConnex.com,operating
PetSmart,operating
Golf121,operating
Myer,operating
Gameyeeeah,operating
eVoter,operating
Matchalarm,operating
Cards Off,operating
"Broncus Technologies, Inc.",operating
Beeken Biomedical,operating
Microblr,operating
eBooks in Motion,operating
ProspectNow,operating
Scrybe,operating
Traackr,operating
Play With Pictures / HangPic,operating
Birdi,operating
rag & bone,closed
Hidden City Games,closed
Clearpath Robotics,operating
Hot Mix Mobile,operating
Ticket Hoy,operating
Pomogatel,operating
Pipelinefx,operating
ITango,closed
DiscountIF,operating
Liiiike,operating
Bourn Hall Clinic,operating
Stockroom,operating
Pareto Biotechnologies,operating
Vormetric,operating
Videoink,operating
DeliveryChef.in,operating
HLR Properties,closed
Altatech,operating
PROVECTUS PHARMACEUTICALS,operating
Big Data for Humans,operating
Blitz X Performance Instruments,operating
FaceCake Marketing Technologies,operating
mobiManage,operating
BiPar Sciences,operating
Ntensify,operating
Goodybag,closed
Who-Sells-it.com,operating
FarmFresh,operating
BombBomb,operating
Rajant Corporation,operating
Snootlab,operating
Actimize,closed
Marerua Ltda,operating
Sandbox Studio,closed
Cutting Edge Wheels,operating
Excel Manufacturing,closed
Trekurious,operating
OOSM,operating
Sustaination,operating
"Compath Me, Inc.",operating
"Kong Studios, Inc.",operating
Stockpulse,operating
Argos Risk,operating
Orbster,operating
Xingshuai Teach,operating
Mode Media (fka Glam Media),operating
Avantium Technologies,operating
AML Superconductivity and Magnetics,operating
Capevo,closed
Lit Building Directory,operating
Entertainment Media Works,operating
NutriMe,operating
KartRocket,operating
Yugma,closed
Courion Corporation,operating
Monkey Bizness,operating
Insulet,operating
Pure Networks,operating
CarSight,operating
Spectrum Bridge,operating
octoScope,operating
Atlantic Excavation Demolition & Grading,closed
XIHA,operating
SPI Labs (Smart Podcast Player),closed
Kik,operating
Handprint,operating
Virtusize,operating
Altrec.com,operating
Abios Gaming,operating
Aragon Surgical,closed
Black Drumm,operating
SweetIQ Analytics,operating
Fosbury,operating
SpinTheCam,operating
Wicom Communications,closed
Balerin.com,operating
Invisible Puppy,operating
GATR Technologies,operating
Enservco Corporation,operating
OncoHealth,operating
Inline.me,operating
NextRequest,operating
E.I.S. Aircraft,operating
Storymix Media,operating
Broken Envelope Productions,operating
Prism Skylabs,operating
Dropcam,operating
SidePrize,operating
Send Word Now,operating
Cinelan,closed
Vuevent Inc.,operating
HubChilla,operating
Humanoid,operating
Rustoria,operating
DBS Communications,operating
Space Race,operating
Selfless,closed
Hotelscan,operating
Imprint Energy,operating
MotionPoint,operating
Warm Health,operating
Vertex Energy,operating
Playful Data,operating
Voci Technologies,operating
Dhruva,operating
Polybiotics,operating
Renaissance Factory,operating
BladeLogic,operating
theeventwall,operating
SurIDx,operating
Videopixie,operating
InnerRewards,operating
MetaChannels,operating
Crate.IO,operating
CafeMom,closed
Okeanos Technologies,closed
Human Genome Research Institutes,operating
Outside.in,operating
Kimeltu,operating
ADEA Cutters,operating
Spaulding Clinical Research,operating
Jobzella,operating
Selero,operating
Envia Systems,closed
London Union,closed
GameMaki,operating
Lignol,operating
nxtControl,operating
Screenie,operating
Automation Alley,operating
Tara Systems,operating
Solar Earth Inc,operating
VoulezVousDiner,operating
QuotaDeck,operating
OpenRoad Integrated Media,closed
Hacker Target Pty Ltd,operating
TouchBase Technologies,operating
Topsfield Medical GmbH,operating
Rysto,operating
Primedic,closed
Koofers,operating
Peak Positioning Technologies,operating
EUROgenyx,operating
Rutgers University,operating
Social Plus,operating
nooked,operating
Xinyi Network,operating
GAMEin30,operating
Panelfly,operating
Ramen,closed
ArcherMind Technology,operating
Pose,operating
Lyatiss,closed
Leeo,closed
Ztory,operating
Coco Communications,operating
ricardo Group,operating
Epuramat,operating
HubHub,closed
Revver,operating
Knome,operating
Zume Life,operating
Envisia Therapeutics,operating
Flashback Technologies,operating
Numerous,operating
Eveningflavors.com,operating
beModel,operating
"PFITR, LLC",operating
TapBlaze,operating
MENA PRESTIGE,operating
LatamLeap,operating
MobStac,closed
500Friends,operating
Home-Account,closed
ProMed,operating
AVST,operating
Humagade,operating
Describe It,closed
Eribis Pharmaceuticals,operating
Capture Educational Consulting Services,operating
Klinq,operating
Womply,operating
Midwest New Beginnings,operating
MartMobi Technologies,closed
Bandspeed,closed
Adapt Technologies,operating
Hornet Networks,operating
BIOSAFE,operating
VinePair,closed
Hrmatches.com,operating
BluePoint Security™,closed
Trusight,operating
JAZZ TECHNOLOGIES,operating
CRITICAL TECHNOLOGIES,operating
ProHatch,operating
Applied BioMath,operating
Epazz,operating
Qlika,operating
Ambient Control Systems,operating
Vixlo,operating
ThirdLove,closed
Full Throttle Indoor Kart Racing,operating
Zaycon Fresh,operating
Total Immersion,operating
Novatris,operating
Celox Networks,closed
my4oneone,operating
Driveway Software,operating
Nire iHealth,operating
BeaconsInSpace,closed
TextMaster,operating
MR3Health,operating
Tuition.io,operating
Future Vision Energy,operating
Cellumen,operating
B2M Solutions,operating
OnlineSheetMusic,operating
Secusmart,operating
NavSemi Energy,closed
Form.io,operating
Stylehive,operating
TapRoot Systems,operating
Aaron Andrews Apparel,operating
Revuze,operating
Tindie,operating
Anglo Andino Group,closed
Waterline Data Science,operating
Wineverse,operating
Duokan.com,operating
JoKno,operating
Toura,operating
Evolution Mobile Platform,operating
VIP Cinema Seating,operating
CLEAN CORP JANITORIAL,operating
Qosmos,operating
Nuenz,operating
Synereca Pharmaceuticals,operating
Coolan,operating
Orbotics,operating
Qual Canal,operating
Amaranth Medical,operating
BeneChill,operating
Direct Allergy,operating
Pathway Medical Technologies,operating
GeoGRAFI,operating
Outernet,closed
Filament,operating
Sweeten,operating
My Mobile Watchdog,operating
Avito.ru,operating
Zaker,operating
Sugar Free Media,operating
Fillm,operating
Xwalker,operating
Spry,closed
Oxxon Therapeutics,operating
Cambridge Devices,operating
VHSquared,operating
Beijing Buding Fangzhou Science and Technology,operating
Shaanxi Join Innovation Technology,operating
Paktor,operating
Biospect,closed
Kewego,operating
TheInfoPro,closed
Endaga,closed
PhotoUp,operating
GoMetro,operating
GameLayers,operating
Club Motor Estates of Richfield,operating
SourceTrace Systems,operating
Asia Dairy Fab,operating
Qt Software,operating
Aerovance,operating
Capture Media,operating
Regent Education,operating
BridgePoint Medical,operating
KyePot,closed
bigtruck brand,closed
PathGroup,operating
Xenon Arc,operating
Imbera Electronics,closed
RelateIQ,operating
"Boomerang Financial, inc.",operating
I2 TELECOM INTERNATIONA,operating
Talko,closed
Cockroach Labs,closed
Glokalise,operating
Apparity,operating
auctionPAL,operating
CombiMatrix,operating
Opsona,operating
MOBI Wireless Management,operating
CashCashPinoy,operating
WaveDeck,operating
CAPE Technologies,closed
Ayrstone Productivity,operating
Tabfoundry,operating
Green Plug,operating
Paypersocial Ltd,operating
NexImmune,operating
MapHazardly,closed
Handpick,operating
Medical Image Mining Laboratories,operating
Moja Outdoors,operating
Mesmo.tv,closed
Koala Databank,operating
Money Transfer System IndiGoShare,operating
LyricFind,operating
The Other Guys,operating
hellocasa,closed
Choxi.com Inc. (formerly Nomorerack),operating
Llesiant,operating
GreenFuelsUSA,operating
Suja Juice,operating
Arkami,closed
Crowdberry,operating
Paltalk,closed
Cauli Rice,operating
TRELORA,operating
Tudor Ice Company,operating
The Pool - Entrepreneurship Club,operating
Fayettechill Clothing Company,operating
Looking Glass,operating
Infinite Wealth Creations,operating
Infinetics Technologies,operating
Tradeworks.io,operating
Lazarus Therapeutics,operating
Computerlogy,operating
72xuan,closed
Oxlo Systems,operating
SimpleTuition,operating
Numotion,operating
Phronesis Techne,operating
Shop2,operating
Number 1 Products and Services,operating
Policard,operating
Digna Biotech,closed
c-LEcta,operating
SoMuchMore,operating
RiseHealth,closed
Team8,operating
Qubole,operating
OpenFin,operating
Film Fresh,operating
Getyoo,operating
Mobiquity Technologies,operating
The Treeline Company,closed
Ubidata,operating
1 of 99,operating
RayDyne Energy,operating
MyTraining.pro,operating
Starpoint Health,operating
Fundz,operating
Moonlighting,operating
ShareMagnet,operating
C-Note,operating
Bright Power,operating
Boldomatic SA,operating
PushToTest,operating
enexion GmbH,operating
GoPro,operating
Bueda,operating
Miromatrix Medical,operating
RivalHealth,operating
YallaStay,operating
Spotwise,operating
Airship Ventures,operating
Page Mage,operating
MTailor,closed
Ads4books,operating
Arte Manifiesto,operating
Instapagar,operating
MobiTX,operating
Datawiz.io,operating
Mempile,operating
iCents.net,closed
Strikeface,operating
Shanon,operating
WudStay,operating
"Social Media Gateways, Inc.",operating
Vivogig,closed
Manomasa,operating
Desalitech,operating
Cerac,operating
Vixlet,operating
NanoVelos,operating
Endoart,operating
Telogis,operating
Big Fuel,operating
Ascenz,operating
CityFALCON,closed
Tip Network,operating
Rollbar,closed
SAS Sistema de Ensino,operating
MakieLab,operating
Gaia Herbs,closed
Quova,operating
Evoz,operating
Alphonso Inc,operating
Mobi Tech International,operating
First Data Corporation,operating
Interactive TKO,operating
TaKaDu,operating
LaunchCode,operating
Bigpoint,operating
Biowater Technology,operating
Petflow,operating
Denali Therapeutics,closed
"SKKY, Inc.",operating
6th Wave Innovations Corporation,operating
Inter-Grosshandel GmbH,closed
Shepherd Intelligent Systems,operating
ROME Corporation,operating
SafetyWeb,operating
MaxVision,operating
Gearbox Software,operating
Arxxus,operating
ListRunner,operating
Fashwell AG,closed
Green Graphix,operating
StopLight,operating
UGAME,operating
YouPic,operating
SimulScribe,operating
DioGenix,operating
myMedScore,closed
Kunerango,operating
TensorComm,operating
G-volution,operating
Graphicly,operating
Transpose,operating
StockStreams,operating
Vayyar,operating
Nine Iron Innovations,closed
StarMaker Interactive,operating
Glamorous Travel,operating
FeetMe,operating
SurfAir,operating
Eyelation,operating
Bitstrips,operating
Pulsant,operating
Starboard Storage Systems,closed
Vuv Analytics,closed
Active-Semi,operating
Tessella,operating
YouMail,closed
OrthogenRx,operating
Cool Earth Solar,operating
MoPub,closed
Nifty After Fifty,operating
food.de,closed
Chrome Capital Group,closed
ELARA Pharmaceuticals,operating
Borrego Solar Systems,operating
EzyInsights,operating
HaulerDeals,operating
iSocket Systems,operating
Super Technologies Inc.,operating
Egnyte,operating
Mealtek,closed
Trippin In,operating
Netsocket,operating
Warp Drive Bio,operating
CostPrize,operating
RETAIL PRO,operating
GWC,operating
Intellitactics,operating
Asyncode Limited,operating
Crowdway,closed
SignalPoint Communications,operating
FreeBrie,operating
AdStage,operating
MDG Medical,operating
Factery,operating
PointRight,operating
IntelliRisk Management,operating
Big Frame,operating
Openbucks,operating
NextLevel Health,operating
Mission Markets,operating
JAMR Labs,operating
CITIC Information Development,operating
Internet Commerce Corporation,operating
CustomerXPs Software,operating
Emerald Logic,operating
NCT Corporation,operating
Chiral Quest,operating
Triggerfox Corporation,closed
Trending.Info,operating
Fitting Room Social,operating
Clovis Oncology,operating
Scalable Display Technologies,operating
People Over Pixels,operating
Apprl,operating
HiringThing,operating
Kiddify,operating
teextee,closed
Videregen,operating
nLIGHT Corp.,operating
PLUX,operating
DesignMyNight,operating
United Dogs and Cats,operating
Benbria,operating
Fisher Coachworks,operating
Santh CleanEnergy Microgrid,operating
FabTask,operating
SKACE,operating
Kytera,closed
RetailMLS,operating
UK-EastLondon-Asian. Inc,operating
RADEUM,operating
Provision Diagnostic Imaging,operating
Bizible,operating
Frensenius Vascular Care,operating
Glimpse,operating
Imagimod,operating
DE Spirits,operating
Renewable Funding,operating
Cardiac Systemz,operating
Jianshu,operating
Pelican Renewables,operating
Home61,operating
iTraff Technology,operating
Kutoto,operating
Easydiagnosis,operating
ADMA Biologics,operating
Kaymu,operating
ProPublica,operating
Mayi Zhaopin,operating
Ganipara,operating
Salient Surgical Technologies,operating
"GreenPeptide Co.,Ltd.",closed
Applied solar Technologies,operating
US Shuttle of Boston,operating
ConnectEdu,operating
Technical Sales International,operating
VikPik,operating
Jimmy Fairly,closed
Access Media 3,operating
Open Drives,closed
Nu-Pulse,closed
Superfish,operating
myAchy,operating
Intelligence Architects,operating
Prefound,operating
China Medicine Corporation,operating
"Givella, LLC",operating
Lumicell,operating
MAINtag,operating
LogicStream Health,operating
Avior Computing,operating
BLiNQ Media,operating
Kitchit,closed
Sound Surgical Technologies,closed
LMI-Vet,operating
Chatwala,operating
Byliner,closed
Foodpanda,operating
MiniBrake,closed
NFi Studios,closed
THERAVECTYS,operating
MaMaMedia.com,closed
Palmetto Veterinary Associates,operating
AgileSource,operating
Mr.Snow,operating
NuPark,operating
Perk,operating
Fonteva,operating
"Power Supply Collective, Inc.",operating
Valet,operating
Liztic LLC,operating
U.S. Photonics,operating
XenoOne,closed
LSQ.io,operating
eCullet,operating
Healthcare IT,operating
Snaptu,operating
GiveNext,operating
S B E,operating
Midverse Studios,closed
CartHook,operating
"Samesurf, Inc.",operating
NHK World,closed
Tugg,operating
Qteros,operating
Book A Boat,closed
myStride,operating
NovoDynamics,operating
Zdorovio,closed
Hoteles y Clubs de Vacaciones SA,operating
Hathaway Renewable Energy,operating
Runic Games,operating
DocRun,operating
Lixte Biotechnology Holdings,operating
Disease Diagnostic Group,operating
Beam Suntory,operating
Walls Holding,closed
Xtellus,operating
e994,operating
Naiscorp Information Technology Services,closed
